Geneid	wt_R1	wt_R2	mu_R1	mu_R2
FGRRES_16028	263	215	70	58
FGRRES_02649_M	536	488	254	249
FGRRES_02650	2870	3182	2263	2085
FGRRES_02651	30	32	21	18
FGRRES_02652	316	303	190	96
FGRRES_02653_M	502	505	195	180
FGRRES_02654	2158	1910	1657	1442
FGRRES_02655	276	224	120	144
FGRRES_16029	440	431	307	228
FGRRES_02657	137	149	355	294
FGRRES_02658	11	9	17	11
FGRRES_02659	2536	2160	1269	1007
FGRRES_15002	153	134	149	121
FGRRES_02661_M	1894	2013	2166	2042
FGRRES_02662	307	291	192	144
FGRRES_02663	1257	1193	740	567
FGRRES_02664_M	268	276	95	110
FGRRES_02665	640	678	327	258
FGRRES_02666	185	156	92	97
FGRRES_02667	5036	4902	3542	3317
FGRRES_02668	7850	8112	8896	9224
FGRRES_16030	138	112	120	110
FGRRES_12176	555	815	277	381
FGRRES_02670	173	157	83	44
FGRRES_02671	221	178	187	155
FGRRES_02672_M	119	96	128	108
FGRRES_02673_M	993	1258	972	761
FGRRES_02674	2	2	4	2
FGRRES_02675	461	394	412	442
FGRRES_02676	585	554	202	136
FGRRES_02677	126	88	35	30
FGRRES_02678	114	104	128	147
FGRRES_02679	46	31	27	22
FGRRES_02680	11	21	16	8
FGRRES_02681	10	3	3	3
FGRRES_02682	264	247	707	603
FGRRES_02683	23	35	19	18
FGRRES_02684_M	41	27	19	22
FGRRES_15155	1	0	0	0
FGRRES_02685_M	10	7	7	8
FGRRES_02686	214	191	382	310
FGRRES_02687	22	14	8	10
FGRRES_02688	782	664	2296	2256
FGRRES_02689	6808	6839	4507	4383
FGRRES_02690	503	451	1016	963
FGRRES_02691	5638	5577	9305	9159
FGRRES_16031	6801	6734	16201	14643
FGRRES_16032	21	34	86	80
FGRRES_02694	2	2	2	2
FGRRES_02695	19	16	24	16
FGRRES_02696	198	195	87	81
FGRRES_12177_M	90	87	153	186
FGRRES_12178_M	3968	4299	2734	2731
FGRRES_02697	820	947	1290	1422
FGRRES_20081	26	15	6	9
FGRRES_02698	2504	2414	1751	1491
FGRRES_02699	4490	4796	3839	3760
FGRRES_02700	753	830	365	346
FGRRES_12179_M	4057	3855	3550	2580
FGRRES_02701	6381	5463	7277	6111
FGRRES_20082	5	6	14	15
FGRRES_02702	888	838	1025	929
FGRRES_02703_M	632	657	533	489
FGRRES_02704	357	271	279	167
FGRRES_02705	1635	1490	796	742
FGRRES_02706_M	1264	1377	678	566
FGRRES_02707	557	510	351	325
FGRRES_02708	403	374	448	444
FGRRES_20083	0	0	5	1
FGRRES_20084	0	2	8	4
FGRRES_02709	2505	2252	1562	1409
FGRRES_02710	100	71	61	71
FGRRES_02711	1952	1790	2619	2539
FGRRES_16033	162	153	283	211
FGRRES_12181	1791	1890	1873	1703
FGRRES_02713	104	71	79	70
FGRRES_02714	1460	1323	1447	1359
FGRRES_02715	279	254	180	152
FGRRES_12182	601	654	405	321
FGRRES_12183	1114	1123	825	712
FGRRES_02717_M	390	440	284	250
FGRRES_02718	294	273	175	141
FGRRES_15156	0	0	0	0
FGRRES_16034	1332	1255	1397	1229
FGRRES_02720	2108	2171	2391	2183
FGRRES_02721	1429	1567	729	653
FGRRES_02722	124	104	442	422
FGRRES_02723	1190	994	669	691
FGRRES_15157	3	2	0	2
FGRRES_16035	1	1	0	0
FGRRES_12184_M	374	333	297	249
FGRRES_12185	0	0	1	1
FGRRES_02724	541	499	297	273
FGRRES_12186	131	134	68	42
FGRRES_12187	577	541	383	369
FGRRES_12188	1431	1342	828	739
FGRRES_12189	271	232	195	197
FGRRES_02727	771	708	434	349
FGRRES_16036	1462	1241	659	558
FGRRES_12190	0	1	1	3
FGRRES_02729	1009	875	773	695
FGRRES_02730	2728	2586	2710	2413
FGRRES_12191	1	1	1	6
FGRRES_16037	89	63	39	11
FGRRES_02732	638	578	258	210
FGRRES_02733	1911	1929	496	432
FGRRES_16038	1060	949	1132	1022
FGRRES_02735	431	435	344	304
FGRRES_12193	430	372	180	146
FGRRES_12194	663	622	276	243
FGRRES_16039	134	132	142	111
FGRRES_02738	1459	1535	3167	3346
FGRRES_12195	1	2	1	1
FGRRES_02739	1165	1013	1234	1069
FGRRES_02740	451	407	439	371
FGRRES_02741	277	216	271	247
FGRRES_02742	44	46	47	43
FGRRES_02743	4060	3912	2806	2752
FGRRES_12196	54	45	47	48
FGRRES_02744	265	237	197	178
FGRRES_02745	721	614	404	310
FGRRES_02746	1040	944	570	561
FGRRES_15158	3	3	0	4
FGRRES_16040	1439	1303	795	703
FGRRES_02748	133	116	237	224
FGRRES_02749_M	6532	6053	5385	4722
FGRRES_02750	8	16	4	3
FGRRES_02751	1625	1550	1501	1245
FGRRES_02752	1083	1019	258	266
FGRRES_02753	377	341	1195	1115
FGRRES_02754	5	9	8	5
FGRRES_02755	76	65	46	32
FGRRES_02756	1473	1434	908	771
FGRRES_02757	1602	1486	935	747
FGRRES_02758	1130	1047	633	546
FGRRES_02759	4	3	4	3
FGRRES_02760	4083	3586	3350	2730
FGRRES_02761	1680	1608	1053	968
FGRRES_02762	709	778	379	314
FGRRES_02763	1037	963	654	558
FGRRES_02764	2666	2531	777	672
FGRRES_02765	103	116	51	52
FGRRES_02766	1546	1364	741	642
FGRRES_12198	22	17	9	11
FGRRES_02767	180	184	161	129
FGRRES_02768	7483	7156	5985	5071
FGRRES_02769	458	438	410	335
FGRRES_02770	15010	15681	9605	8893
FGRRES_02771	2004	2014	1791	1554
FGRRES_16041	909	777	659	535
FGRRES_15043	1	3	4	0
FGRRES_02773	817	706	432	402
FGRRES_02774	1388	1276	821	728
FGRRES_12199	1588	1345	1094	926
FGRRES_16042	291	238	200	148
FGRRES_02776	274	273	280	239
FGRRES_16043	50	38	62	60
FGRRES_02778	440	322	259	225
FGRRES_02779	1527	1413	1382	1261
FGRRES_02780	1890	1754	874	750
FGRRES_11636	449	386	222	184
FGRRES_11637	1027	844	867	791
FGRRES_11632	86	84	60	46
FGRRES_11633	136	129	113	100
FGRRES_11634	349	266	186	155
FGRRES_11594	1363	1225	820	637
FGRRES_11595	340	296	203	191
FGRRES_11596	535	537	627	551
FGRRES_11597	2469	2345	1337	1164
FGRRES_11602	9508	11357	6662	6525
FGRRES_11603	1541	1676	371	368
FGRRES_16044	35	40	23	17
FGRRES_13662	1998	1868	1000	887
FGRRES_13663	657	529	326	268
FGRRES_09861	496	376	310	267
FGRRES_09862	3058	2841	2087	1803
FGRRES_09863	438	404	2129	2122
FGRRES_09864	1538	1536	841	705
FGRRES_09865_M	807	669	529	392
FGRRES_09866	5036	5817	2507	2383
FGRRES_17283	141	132	67	75
FGRRES_09868	634	607	426	283
FGRRES_09869	798	932	476	410
FGRRES_09870	6167	7229	2874	2874
FGRRES_09871	841	754	649	440
FGRRES_09872	237	209	100	93
FGRRES_09873	780	707	459	447
FGRRES_17593	9440	9668	5789	4446
FGRRES_17286	1421	1227	1055	960
FGRRES_17287_M	2412	2336	1482	1428
FGRRES_15562	1	5	5	2
FGRRES_15563	3	2	1	0
FGRRES_09877	2961	2785	4057	3843
FGRRES_09878	736	701	515	452
FGRRES_09879	2006	1801	1701	1550
FGRRES_15565_M	16	5	28	33
FGRRES_09880	52	39	35	36
FGRRES_17288	121	110	64	69
FGRRES_09881	210	221	132	116
FGRRES_13668	10	4	18	7
FGRRES_09882	122	141	105	110
FGRRES_09883	172	140	281	279
FGRRES_09884	381	399	1614	1427
FGRRES_09885	489	385	344	272
FGRRES_09886	5	2	6	6
FGRRES_17289	9022	9533	6146	5811
FGRRES_09888	1310	1094	1197	1017
FGRRES_20085	4	4	1	5
FGRRES_09889	1011	871	790	644
FGRRES_09890	1795	1582	1324	1261
FGRRES_09891	2143	2359	2674	2611
FGRRES_09892	1486	1305	1319	1154
FGRRES_09893	1262	1235	720	550
FGRRES_09894	369	270	341	321
FGRRES_09895	13611	13124	7231	5823
FGRRES_09896	3067	3009	5294	4949
FGRRES_09897	1153	1058	859	761
FGRRES_09898	173	170	79	82
FGRRES_09899	686	599	339	248
FGRRES_17290	1373	1188	956	690
FGRRES_15564	0	0	0	0
FGRRES_09901	23	16	8	14
FGRRES_09902	193	171	132	95
FGRRES_09903	578	562	325	309
FGRRES_09904	3159	2856	1655	1195
FGRRES_09905	2	1	1	3
FGRRES_09906	7314	6532	7331	6900
FGRRES_09907	540	488	342	271
FGRRES_09908	6885	6261	4915	4244
FGRRES_09909	581	484	369	272
FGRRES_17291	890	811	440	300
FGRRES_09911	1731	1621	995	926
FGRRES_09912	290	292	203	141
FGRRES_09913	20	15	13	6
FGRRES_20086	28	27	16	13
FGRRES_09914	3924	3734	1402	1289
FGRRES_09915	657	627	328	329
FGRRES_09916_M	167	172	186	174
FGRRES_09917	2678	2535	3674	3345
FGRRES_09918	206	206	157	153
FGRRES_09919	2035	1905	905	795
FGRRES_17292	550	493	589	546
FGRRES_09921	3610	3445	2019	2000
FGRRES_13669	63	55	80	65
FGRRES_09922	5	9	13	11
FGRRES_09923	255	227	107	84
FGRRES_09924	570	448	316	254
FGRRES_17293	214	188	152	133
FGRRES_09926	128	108	107	110
FGRRES_09927	1795	1966	1082	973
FGRRES_09928	1901	1746	1848	1746
FGRRES_09929	698	681	193	147
FGRRES_09930	1691	1676	732	714
FGRRES_09931	626	601	298	278
FGRRES_09932	543	579	418	386
FGRRES_09933	3046	3587	1711	1622
FGRRES_09934	1065	1084	375	374
FGRRES_09935	867	672	332	334
FGRRES_17294	277	282	140	134
FGRRES_09937	532	392	432	317
FGRRES_09938	1651	1501	793	691
FGRRES_17295	996	852	555	451
FGRRES_09940	1718	1714	890	800
FGRRES_09941	198	169	143	107
FGRRES_13670	1278	1141	742	725
FGRRES_17296	214	254	140	92
FGRRES_20087	2	2	0	1
FGRRES_09943	2090	1951	2575	2355
FGRRES_09944	40	61	21	17
FGRRES_17297	224	206	129	92
FGRRES_09946	819	764	637	530
FGRRES_15566	5	11	6	5
FGRRES_09947	373	318	284	229
FGRRES_09948	32	17	16	12
FGRRES_09949	322	312	380	384
FGRRES_09950	17523	16611	54871	51052
FGRRES_13672	268	291	620	524
FGRRES_09951	1727	1607	1573	1265
FGRRES_09952	2256	2143	1603	1317
FGRRES_09953	173	136	91	53
FGRRES_09954	3177	2980	4658	4324
FGRRES_09955	640	659	2504	2326
FGRRES_09956	922	855	1068	989
FGRRES_09957	218	202	93	78
FGRRES_09958	821	831	384	297
FGRRES_09959	117	97	95	91
FGRRES_09960	794	726	421	351
FGRRES_17298	510	391	162	132
FGRRES_13673	95	64	76	51
FGRRES_13674	1061	1041	648	576
FGRRES_13675	1302	1113	601	509
FGRRES_09963_M	211	200	82	76
FGRRES_09964	484	449	264	238
FGRRES_09965	1884	1704	779	645
FGRRES_09966	2393	2249	1367	1127
FGRRES_09967	369	278	226	190
FGRRES_09968	1200	918	682	604
FGRRES_09969	402	366	138	109
FGRRES_15567	301	241	73	65
FGRRES_20088	2	6	10	11
FGRRES_09970	999	927	2023	1888
FGRRES_09971	2688	2150	2070	1756
FGRRES_09972	459	411	885	649
FGRRES_09973	2527	2334	2928	2691
FGRRES_09974	4153	3802	1924	1571
FGRRES_09975	156	142	59	49
FGRRES_09976	2936	3134	2949	2764
FGRRES_09977	327	339	2076	1820
FGRRES_13676	16	19	225	197
FGRRES_09978	515	430	411	293
FGRRES_09979	443	442	255	182
FGRRES_09980	4100	4389	7479	7705
FGRRES_15568	0	2	2	1
FGRRES_09981	621	596	264	231
FGRRES_09982	868	779	496	434
FGRRES_09983	6141	5795	3597	3237
FGRRES_09984	345	344	176	140
FGRRES_09985	838	668	612	434
FGRRES_17299	716	599	581	559
FGRRES_13677	6	7	5	7
FGRRES_09988	430	405	214	167
FGRRES_09989	798	881	409	361
FGRRES_09990	1996	2056	1663	1516
FGRRES_13678	0	1	0	0
FGRRES_09991	607	632	418	374
FGRRES_13679	10	8	10	9
FGRRES_17300	1420	1493	1434	1331
FGRRES_13680	8	6	6	5
FGRRES_13681	53	52	40	28
FGRRES_13682	8	0	3	1
FGRRES_13683	8	7	12	7
FGRRES_13684	0	1	0	0
FGRRES_13685	1513	1283	1272	931
FGRRES_09993_M	564	530	263	273
FGRRES_09994_M	3172	3459	1812	1670
FGRRES_17722	13313	14661	11324	11799
FGRRES_09996	4900	5142	3543	3296
FGRRES_13686_M	7	3	7	7
FGRRES_09997	323	328	224	164
FGRRES_09998	5106	6118	2540	2351
FGRRES_15569	2	3	1	0
FGRRES_09999	57	57	26	15
FGRRES_10000	953	851	724	557
FGRRES_10001	3891	3653	1468	1227
FGRRES_10002_M	3873	3406	2354	2172
FGRRES_10003_M	1188	1249	1004	904
FGRRES_13687	1	2	0	0
FGRRES_10004	11	6	9	9
FGRRES_10005	2298	2412	2315	2108
FGRRES_13688	0	1	2	1
FGRRES_17301	1176	964	717	634
FGRRES_15570	1	8	7	3
FGRRES_10007	3893	3723	2203	1877
FGRRES_13689	7244	6451	8085	6907
FGRRES_10008	887	828	1294	1263
FGRRES_15571	1	3	4	4
FGRRES_15572	0	0	1	0
FGRRES_10009	4147	3926	4111	3696
FGRRES_10010	5984	6636	2502	2204
FGRRES_10011	155	165	56	60
FGRRES_10012	45	60	66	60
FGRRES_10013	2266	1740	2009	1996
FGRRES_10014_M	21	23	12	11
FGRRES_10015	3955	3804	5927	5395
FGRRES_10016	2493	2328	1865	1768
FGRRES_17302	1855	1749	1204	1020
FGRRES_10018	503	527	278	236
FGRRES_10019	6031	5587	8800	6651
FGRRES_10020	884	959	1109	908
FGRRES_10021	832	813	641	581
FGRRES_10022	676	715	624	603
FGRRES_17303	97	70	55	36
FGRRES_17304	2747	2258	427	336
FGRRES_10025	53	42	44	47
FGRRES_10026	344	281	184	171
FGRRES_10027	765	707	1041	986
FGRRES_10028	1126	1090	1819	1842
FGRRES_15575	132	101	239	161
FGRRES_10029	996	1013	663	578
FGRRES_17305	455	377	486	429
FGRRES_13690	0	0	0	1
FGRRES_10031	736	537	717	653
FGRRES_13691	3	3	10	7
FGRRES_10032	2459	2154	3509	2624
FGRRES_10033	1136	1164	223	172
FGRRES_13692	32	25	27	19
FGRRES_10034_M	489	410	295	262
FGRRES_10035_M	1853	1498	2272	2175
FGRRES_10036	620	628	510	432
FGRRES_10037	272	252	372	335
FGRRES_10038	365	292	684	543
FGRRES_10039	182	160	193	144
FGRRES_10040	2392	2492	1410	1214
FGRRES_10041	1900	1853	1131	1039
FGRRES_10042	1831	1706	826	704
FGRRES_10043	282	194	118	119
FGRRES_10044	75	47	68	50
FGRRES_13693	39	40	17	18
FGRRES_10045	21	21	3	7
FGRRES_10046	3040	2975	2395	2227
FGRRES_17306	60	38	29	22
FGRRES_10048	2259	2267	938	807
FGRRES_10049	3312	3394	763	650
FGRRES_10050	48867	46498	51822	41532
FGRRES_10051	5973	7015	6836	6910
FGRRES_10052	1135	1064	1574	1408
FGRRES_10053	1474	1186	1207	1050
FGRRES_17307	207	197	132	116
FGRRES_17308	407	367	224	185
FGRRES_15573	9	12	12	5
FGRRES_13695	18	16	22	21
FGRRES_10056	26	15	23	13
FGRRES_17309	8141	7846	9660	9364
FGRRES_10058	5	2	12	14
FGRRES_10059	1466	1141	1718	1518
FGRRES_17310	865	935	267	229
FGRRES_10061	819	836	507	438
FGRRES_13696	7	2	2	1
FGRRES_10062_M	38	32	8	11
FGRRES_15574	0	0	0	0
FGRRES_10063	136	138	76	44
FGRRES_10064	1155	1147	335	227
FGRRES_10065	135	111	78	51
FGRRES_10066	3133	3232	2865	2729
FGRRES_13697	6	2	4	8
FGRRES_10067	969	819	523	514
FGRRES_10068	583	531	184	177
FGRRES_13698	4	1	6	3
FGRRES_10069	3071	3095	2011	1758
FGRRES_17723	122	114	90	101
FGRRES_17311	332	254	260	250
FGRRES_10072	400	375	293	256
FGRRES_10073	288	285	172	131
FGRRES_10074	1737	1740	1129	942
FGRRES_10075	1453	1705	594	576
FGRRES_10076	790	647	131	100
FGRRES_10077	385	403	170	165
FGRRES_10078	428	435	243	192
FGRRES_10079	0	11	4	3
FGRRES_10080	4898	5380	1941	2058
FGRRES_10081	1474	1416	1106	957
FGRRES_10082	219	190	134	99
FGRRES_10083	5948	5970	1430	1276
FGRRES_17724	8168	7345	8890	7239
FGRRES_20089	0	4	9	6
FGRRES_10085	64	40	26	28
FGRRES_10086	22	18	26	15
FGRRES_10087	2572	2620	1736	1575
FGRRES_17312	633	582	417	345
FGRRES_10089	33677	32139	50098	45627
FGRRES_13701	23	20	13	11
FGRRES_10090	465	427	301	242
FGRRES_10091	358	338	231	219
FGRRES_10092	1270	1181	792	709
FGRRES_10093	37	50	38	20
FGRRES_17313	99	91	88	62
FGRRES_10094	22795	21331	15985	13729
FGRRES_13703	214	170	139	149
FGRRES_20090	15	10	18	12
FGRRES_10095	2440	2184	1371	1126
FGRRES_10096	491	450	335	284
FGRRES_17725	603	615	307	258
FGRRES_10098	137	107	164	162
FGRRES_17726	150	156	98	86
FGRRES_10100	260	286	191	181
FGRRES_10101	301	230	95	83
FGRRES_10102	1113	978	1545	1507
FGRRES_17314	314	352	195	175
FGRRES_10104	1544	1456	983	794
FGRRES_10105	1837	1603	1298	1158
FGRRES_10106	194	149	75	60
FGRRES_15576	12	13	6	5
FGRRES_15040	485	352	159	135
FGRRES_13704	20	14	20	13
FGRRES_10108	123	95	85	71
FGRRES_10109	1097	1007	642	490
FGRRES_10110	83	92	71	41
FGRRES_10111	598	541	280	240
FGRRES_10112	50	38	30	27
FGRRES_13705	39	49	34	23
FGRRES_15577	1	0	6	2
FGRRES_10113	127	93	93	102
FGRRES_15578	8	5	13	12
FGRRES_13706	41	37	14	26
FGRRES_10114	329	303	175	144
FGRRES_10115	1113	1032	607	578
FGRRES_10116	8580	8440	2170	2046
FGRRES_10117	1245	1098	953	795
FGRRES_10118	1743	2218	858	787
FGRRES_10119	29	15	6	5
FGRRES_17315	27	32	6	9
FGRRES_10121	358	339	199	152
FGRRES_17316	3450	3256	2379	2136
FGRRES_10123	494	423	288	256
FGRRES_10124	379	400	252	181
FGRRES_10125	843	794	734	665
FGRRES_10126	399	329	321	240
FGRRES_10127	195	141	199	209
FGRRES_20091	235	210	153	110
FGRRES_10128_M	75	74	67	42
FGRRES_10129	2725	2477	1585	1409
FGRRES_17317	299	258	148	133
FGRRES_10131	638	690	374	287
FGRRES_10132	3320	3469	5442	4891
FGRRES_13707	7	1	3	2
FGRRES_10133	129	112	47	40
FGRRES_10134	30	35	73	69
FGRRES_10135	22559	24661	35815	36475
FGRRES_15579	9	9	35	24
FGRRES_17318	1934	1854	896	800
FGRRES_10137	816	804	523	440
FGRRES_10138	853	746	374	280
FGRRES_10139	980	978	463	422
FGRRES_10140	597	580	227	205
FGRRES_17319	324	291	158	145
FGRRES_10142	5375	5545	5251	5044
FGRRES_10143	6240	6145	5217	4765
FGRRES_10144	3745	3933	2182	1866
FGRRES_10145	1137	1207	657	652
FGRRES_10146	278	211	110	88
FGRRES_10147	158	134	54	49
FGRRES_10148	1805	1550	1137	1153
FGRRES_10149	101	91	45	63
FGRRES_10150	2051	1724	2876	2532
FGRRES_13708	7963	7652	3556	3222
FGRRES_13709	31122	34084	13219	12232
FGRRES_10152	1152	1262	923	869
FGRRES_17320	1483	1308	952	783
FGRRES_10154	36	20	14	10
FGRRES_10155	30	29	11	6
FGRRES_17321_M	898	909	151	135
FGRRES_10157	1202	1263	737	777
FGRRES_10158_M	1205	1075	693	538
FGRRES_10159	236	219	105	76
FGRRES_10160	669	635	346	286
FGRRES_20092	5	6	3	4
FGRRES_15580	2	0	6	5
FGRRES_17323	2209	2010	1624	1518
FGRRES_10162	268	231	278	238
FGRRES_10163	5266	4773	3736	2886
FGRRES_10164	243	247	185	137
FGRRES_20093	11	12	16	13
FGRRES_10165	500	422	309	236
FGRRES_17727	83	87	73	98
FGRRES_10167	7066	7273	4239	4401
FGRRES_10168	590	514	322	241
FGRRES_17324_M	664	694	392	283
FGRRES_10170	692	612	428	397
FGRRES_10171	678	623	441	338
FGRRES_10172	1889	1759	1235	1070
FGRRES_10173	1224	1193	1297	1036
FGRRES_10174	1922	1706	2121	2042
FGRRES_10175	254	221	97	71
FGRRES_10176	379	349	254	189
FGRRES_10177	1056	994	501	384
FGRRES_17326	1506	1326	536	487
FGRRES_10179	19115	17992	9565	8190
FGRRES_10180	631	641	352	288
FGRRES_10181_M	3329	3319	1773	1552
FGRRES_13713	213	165	155	160
FGRRES_13714	257	256	110	102
FGRRES_10183	1261	1180	1282	1191
FGRRES_10184	83	62	49	50
FGRRES_10185	1012	983	613	478
FGRRES_13715	1039	1076	1147	1101
FGRRES_10186	809	698	738	571
FGRRES_10187	3475	3235	2733	2202
FGRRES_13716	775	752	1015	955
FGRRES_20094	10	5	13	6
FGRRES_15583	5	6	11	6
FGRRES_10188	590	579	277	255
FGRRES_13717_M	452	414	492	504
FGRRES_13718	693	639	190	163
FGRRES_10189	1059	827	526	422
FGRRES_13719	3	2	1	3
FGRRES_10190	48	52	50	29
FGRRES_10191	4477	4009	10122	9992
FGRRES_10192	300	305	894	712
FGRRES_10193	365	330	258	181
FGRRES_10194	41	41	37	33
FGRRES_15041	346	245	214	148
FGRRES_10196	811	825	498	408
FGRRES_10197_M	466	431	221	167
FGRRES_10198	637	696	168	162
FGRRES_10199	1053	1030	1192	1047
FGRRES_10200	2812	3109	4099	3754
FGRRES_17327	136	120	62	38
FGRRES_10202	14658	11499	46153	43897
FGRRES_10203	464	356	180	187
FGRRES_15582	19	15	12	6
FGRRES_17328	24	18	7	7
FGRRES_10205	1943	1802	1568	1428
FGRRES_10206	223	200	317	341
FGRRES_17329	17	24	28	14
FGRRES_10208	117	115	95	83
FGRRES_10209	514	525	385	313
FGRRES_10210	249	246	305	328
FGRRES_10211	1188	1329	976	1089
FGRRES_10212	40236	38899	91882	82088
FGRRES_10213	334	303	256	202
FGRRES_17330	200	163	82	69
FGRRES_17331	309	275	139	109
FGRRES_10216	710	654	566	462
FGRRES_10217	351	338	131	106
FGRRES_10218	438	395	145	130
FGRRES_10219	529	547	183	135
FGRRES_15584	28	19	9	2
FGRRES_10220	297	294	374	353
FGRRES_10221	196	173	87	50
FGRRES_15585	1	4	10	8
FGRRES_10222	32168	24412	101176	89585
FGRRES_10223	1548	1842	3239	3369
FGRRES_10224	49173	35239	148850	115274
FGRRES_10225	5	1	0	2
FGRRES_10226	1068	944	620	542
FGRRES_10227	149	152	75	51
FGRRES_13720	3	2	6	3
FGRRES_17728	1330	1211	788	608
FGRRES_10229	264	251	162	174
FGRRES_10230	605	497	437	418
FGRRES_13721	0	0	3	0
FGRRES_10231	794	821	549	500
FGRRES_10232	2603	2713	1521	1204
FGRRES_17332	1413	1101	1043	819
FGRRES_10234	4740	4778	3580	3138
FGRRES_10235	21874	21944	33199	30384
FGRRES_15586	27	26	9	7
FGRRES_20095	2	4	3	2
FGRRES_10236	203	181	67	69
FGRRES_10237	119	92	81	78
FGRRES_10238	6	9	8	6
FGRRES_10239	3109	3282	2799	2769
FGRRES_17333	539	439	234	181
FGRRES_13723	976	920	1553	1348
FGRRES_10241	2588	2274	1720	1350
FGRRES_10242	869	893	513	371
FGRRES_10243	2413	2238	2103	2073
FGRRES_10244	2043	2238	1629	1578
FGRRES_10245	3823	3471	1772	1407
FGRRES_10246	11438	11567	8998	7891
FGRRES_10247	340	302	547	565
FGRRES_15587	3	0	1	1
FGRRES_13724	3	2	3	9
FGRRES_10248	723	706	490	466
FGRRES_17334	1217	1538	867	766
FGRRES_10250	272	269	111	119
FGRRES_15588	262	183	365	407
FGRRES_10251	1148	1051	1038	913
FGRRES_10252	45	51	20	32
FGRRES_10253	88	137	50	34
FGRRES_10254	544	485	95	62
FGRRES_10255_M	1067	985	642	606
FGRRES_10256	141	109	65	62
FGRRES_10257	240	237	158	161
FGRRES_10258	697	680	661	697
FGRRES_10259	3320	3255	4823	4563
FGRRES_10260	6940	6746	3744	3409
FGRRES_10261	365	302	155	117
FGRRES_10262	374	294	111	96
FGRRES_13727	0	3	1	3
FGRRES_10263	86	67	59	54
FGRRES_10264	16019	18438	15023	15681
FGRRES_15592	63	64	56	39
FGRRES_10265	711	671	445	374
FGRRES_17335	701	656	472	509
FGRRES_10267	2683	2766	3119	3037
FGRRES_10268	2077	2389	1116	953
FGRRES_10269	2327	2084	1622	1447
FGRRES_10270	2277	1956	2065	1582
FGRRES_10271	1188	1063	813	657
FGRRES_10272	8952	8660	4325	4265
FGRRES_13728	998	949	775	689
FGRRES_13729	846	733	685	657
FGRRES_17336_M	414	386	608	548
FGRRES_10275	390	377	206	174
FGRRES_10276	1317	1323	721	593
FGRRES_10277_8_M	565	528	1834	1630
FGRRES_13732_M	57	52	61	63
FGRRES_10279	1297	1093	1275	1018
FGRRES_10280	948	1125	565	539
FGRRES_10281	1112	1110	501	434
FGRRES_20096	6	8	3	6
FGRRES_13733	0	0	1	0
FGRRES_10282	203	167	91	77
FGRRES_10283	1814	1515	1514	1351
FGRRES_10284	355	308	240	205
FGRRES_13734	0	0	0	0
FGRRES_17337	2383	2572	1158	1083
FGRRES_15590	1	2	0	0
FGRRES_10286	1257	1239	776	612
FGRRES_13735_M	3	1	0	0
FGRRES_10287	468	467	111	117
FGRRES_10288	27	42	20	16
FGRRES_10289	254	203	125	128
FGRRES_10290	425	359	266	183
FGRRES_10291	402	321	245	203
FGRRES_10292	2318	2276	1187	1077
FGRRES_10293	1842	2209	1526	1383
FGRRES_10294	4	2	1	1
FGRRES_10295	673	664	1081	1061
FGRRES_10296_M	871	817	718	600
FGRRES_10297	788	874	489	433
FGRRES_13736	55	52	45	31
FGRRES_13737	36	35	39	43
FGRRES_10299	489	519	475	417
FGRRES_10300	690	652	2341	2320
FGRRES_10301	1431	1378	1023	756
FGRRES_15591	1	2	8	5
FGRRES_10302	751	740	614	570
FGRRES_10303	7904	8154	4469	3771
FGRRES_10304	1985	2180	450	376
FGRRES_10305	1849	1959	1763	1657
FGRRES_10306	1318	1439	1158	1016
FGRRES_10307	632	525	936	867
FGRRES_10308	2292	1982	7150	6146
FGRRES_10309	1105	979	956	925
FGRRES_10310	2849	2450	2417	1943
FGRRES_10311	131	99	135	97
FGRRES_10312	626	596	450	328
FGRRES_10313	2122	2167	1131	999
FGRRES_10314	744	818	619	543
FGRRES_10315	182	205	143	151
FGRRES_15593_M	0	1	2	0
FGRRES_10316	43	67	32	34
FGRRES_17338	100	90	62	64
FGRRES_10318	184	144	59	51
FGRRES_20097	9	10	9	10
FGRRES_10319	2287	2017	1606	1398
FGRRES_10320	1134	1273	493	449
FGRRES_10321	812	751	438	401
FGRRES_10322	151	136	55	66
FGRRES_10323	284	267	116	127
FGRRES_10324	7636	6911	6390	4951
FGRRES_10325	7	3	3	4
FGRRES_10326	26	35	28	28
FGRRES_10327	1369	1336	849	670
FGRRES_17339	17	16	17	16
FGRRES_10328	25	15	7	9
FGRRES_17340	10	7	4	2
FGRRES_17341	0	1	1	2
FGRRES_10330	0	1	1	3
FGRRES_10331	4	2	4	0
FGRRES_17342	0	1	0	7
FGRRES_20098	186	176	163	228
FGRRES_10333	377	342	173	130
FGRRES_13741	143	142	49	38
FGRRES_17343	473	498	238	195
FGRRES_13743	72	56	67	75
FGRRES_17344	3	3	3	3
FGRRES_10336	7	5	1	0
FGRRES_17345_M	170	163	103	87
FGRRES_17346	25	25	14	7
FGRRES_17347	17	3	6	1
FGRRES_17348	166	158	180	170
FGRRES_17349	40	35	28	17
FGRRES_10341	41	44	64	67
FGRRES_17350_M	332	272	202	159
FGRRES_10343	778	843	695	575
FGRRES_10344	701	820	389	367
FGRRES_17729	2175	2147	1768	1655
FGRRES_10345	924	912	547	405
FGRRES_10346	797	798	638	486
FGRRES_10347	1219	1367	285	238
